package,title,topic,maintainer,url,readme,source,mark
havannah,havannah – Diagrams of board positions in the games of Havannah and Hex,"games,pgf tikz",Marcin Ciura,https://www.ctan.org/pkg/havannah,https://mirrors.ctan.org/macros/latex/contrib/havannah/README,https://www.ctan.org/tex-archive/macros/latex/contrib/havannah,""
he-she,he-she – Alternating pronouns to aid gender-neutral writing,typesetting,Alan Munn,https://www.ctan.org/pkg/he-she,https://mirrors.ctan.org/macros/latex/contrib/he-she/README,https://www.ctan.org/tex-archive/macros/latex/contrib/he-she,""
hereapplies,hereapplies – A LaTeX package for referencing groups of pages that share something in common,label and references,madmurphy,https://www.ctan.org/pkg/hereapplies,https://mirrors.ctan.org/macros/latex/contrib/hereapplies/README.md,https://github.com/madmurphy,""
hershey-mp,hershey-mp – METAPOST support for the Hershey font file format,"metapost support,metapost use",Esger Renkema,https://www.ctan.org/pkg/hershey-mp,https://mirrors.ctan.org/graphics/metapost/contrib/macros/hershey-mp/README,https://gitlab.com/renkema/hershey,""
hexboard,hexboard – For drawing Hex boards and games,"graphics,games","Peter Rowlett,Chris Sangwin",https://www.ctan.org/pkg/hexboard,https://mirrors.ctan.org/graphics/pgf/contrib/hexboard/README.md,https://github.com/prowlett/hexboard,""
hhline,hhline – Better horizontal lines in tabulars and arrays,table rule,David Carlisle,https://www.ctan.org/pkg/hhline,https://mirrors.ctan.org/macros/latex/required/tools/README.md,https://www.ctan.org/tex-archive/macros/latex/required/tools,""
highlightx,highlightx – Highlight formulas or paragraphs,"pgf tikz,decoration",Cédric Pierquet,https://www.ctan.org/pkg/highlightx,https://mirrors.ctan.org/macros/latex/contrib/highlightx/README.md,https://www.ctan.org/tex-archive/macros/latex/contrib/highlightx,""
hlist,hlist – Horizontal and columned lists,"table,list support,list",Christian Tellechea,https://www.ctan.org/pkg/hlist,https://mirrors.ctan.org/macros/generic/hlist/README,https://www.ctan.org/tex-archive/macros/generic/hlist,""
hmtrump,hmtrump – Describe card games,"font symbol,font ttf,games,luatex,font support,font supp symbol,font",Shoma Hitomi,https://www.ctan.org/pkg/hmtrump,https://mirrors.ctan.org/macros/luatex/latex/hmtrump/README.md,https://github.com/Hitomi-San/hmtrump,""
hobby,hobby – An implementation of Hobby’s algorithm for PGF/TikZ,"graphics supp,pgf tikz,curve graphics,experimental latex3,graphics in tex",Andrew Stacey,https://www.ctan.org/pkg/hobby,https://mirrors.ctan.org/graphics/pgf/contrib/hobby/README,https://github.com/loopspace/hobby,""
hologo,hologo – A collection of logos with bookmark support,"logo,generic macros",Heiko Oberdiek,https://www.ctan.org/pkg/hologo,https://mirrors.ctan.org/macros/generic/hologo/README.md,https://github.com/ho-tex/hologo,""
horoscop,horoscop – Generate astrological charts in LaTeX,astrology,Matthew Skala,https://www.ctan.org/pkg/horoscop,https://mirrors.ctan.org/macros/latex/contrib/horoscop/README,https://www.ctan.org/tex-archive/macros/latex/contrib/horoscop,""
href-ul,href-ul – Underscored LaTeX hyperlinks,"verbatim,hyper,underline",Yegor Bugayenko,https://www.ctan.org/pkg/href-ul,https://mirrors.ctan.org/macros/latex/contrib/href-ul/README.md,https://github.com/yegor256/href-ul,later
hrefhide,hrefhide – Suppress hyper links when printing,hyper,Hans-Martin Münch,https://www.ctan.org/pkg/hrefhide,https://mirrors.ctan.org/macros/latex/contrib/hrefhide/README,https://www.ctan.org/tex-archive/macros/latex/contrib/hrefhide,later
huffman,huffman – Drawing binary Huffman trees with METAPOST and METAOBJ,"tree,graphics metapost",Maxime Chupin,https://www.ctan.org/pkg/huffman,https://mirrors.ctan.org/graphics/metapost/contrib/macros/huffman/README.md,https://github.com/chupinmaxime/huffman/,""
hvextern,"hvextern – Write and execute external code, and insert the output","image support,comp supp,external code",Herbert Voß,https://www.ctan.org/pkg/hvextern,https://mirrors.ctan.org/macros/latex/contrib/hvextern/README,https://www.ctan.org/tex-archive/macros/latex/contrib/hvextern,""
hvfloat,"hvfloat – Controlling captions, fullpage and doublepage floats","float,box manipulation",Herbert Voß,https://www.ctan.org/pkg/hvfloat,https://mirrors.ctan.org/macros/latex/contrib/hvfloat/README,https://www.ctan.org/tex-archive/macros/latex/contrib/hvfloat,""
hvqrurl,hvqrurl – Insert a QR code in the margin,qr code,Herbert Voß,https://www.ctan.org/pkg/hvqrurl,https://mirrors.ctan.org/macros/latex/contrib/hvqrurl/README,https://www.ctan.org/tex-archive/macros/latex/contrib/hvqrurl,""
hypdvips,hypdvips – Hyperref extensions for use with dvips,hyper,Raimund Niedrist,https://www.ctan.org/pkg/hypdvips,https://mirrors.ctan.org/macros/latex/contrib/hypdvips/README,https://www.ctan.org/tex-archive/macros/latex/contrib/hypdvips,later
hyperref,hyperref – Extensive support for hypertext in LaTeX,"e-tex,hyper,adobe distiller,pdf features,form fillin","The LaTeX Project Team,Oberdiek Package Support Group,Heiko Oberdiek (inactive),Sebastian Rahtz (deceased)",https://www.ctan.org/pkg/hyperref,https://mirrors.ctan.org/macros/latex/contrib/hyperref/README.md,https://github.com/latex3/hyperref,""
ibarra,ibarra – LaTeX support for the Ibarra Real Nova family of fonts,"font t1enc,font serif,proportional font,font support,font,font type1,body font,otf font",Bob Tennent,https://www.ctan.org/pkg/ibarra,https://mirrors.ctan.org/fonts/ibarra/README,https://github.com/googlefonts/ibarrareal,""
ifplatform,ifplatform – Conditionals to test which platform is being used,environment query,"Johannes Große,Will Robertson",https://www.ctan.org/pkg/ifplatform,https://mirrors.ctan.org/macros/latex/contrib/ifplatform/README,https://github.com/wspr/will2e,""
igo,igo – Fonts and macro to typeset Go diagrams,"games,mf font,font,font symbol",Étienne Dupuis,https://www.ctan.org/pkg/igo,https://mirrors.ctan.org/fonts/igo/README,https://www.ctan.org/tex-archive/fonts/igo,""
image-gallery,image-gallery – Create an overview of pictures from a digital camera or from other sources,"graphics use,class",Rolf Niepraschk,https://www.ctan.org/pkg/image-gallery,https://mirrors.ctan.org/macros/latex/contrib/image-gallery/README,https://www.ctan.org/tex-archive/macros/latex/contrib/image-gallery,later
inlinegraphicx,"inlinegraphicx – Insert inline images, with automatic size/positioning",graphics include,Cédric Pierquet,https://www.ctan.org/pkg/inlinegraphicx,https://mirrors.ctan.org/macros/latex/contrib/inlinegraphicx/README.md,https://www.ctan.org/tex-archive/macros/latex/contrib/inlinegraphicx,""
insbox,insbox – Insert pictures/boxes into paragraphs,text flow,Michal Gulczynski,https://www.ctan.org/pkg/insbox,\,https://www.ctan.org/tex-archive/macros/generic/insbox,""
inter,"inter – The inter font face with support for LaTeX, XeLaTeX, and LuaLaTeX","sans font,otf font,proportional font,font support,font t1enc,font,body font,font type1",Carl-Clemens Ebinger,https://www.ctan.org/pkg/inter,https://mirrors.ctan.org/fonts/inter/README,https://github.com/ccebinger/CTAN_Inter,""
interactiveanimation,interactiveanimation – Create PDF files with branching animations,graphics motion,"Luis Gonzáles,Pedro Linares,Javier Toro",https://www.ctan.org/pkg/interactiveanimation,https://mirrors.ctan.org/macros/latex/contrib/interactiveanimation/README,https://www.ctan.org/tex-archive/macros/latex/contrib/interactiveanimation,""
interfaces,"interfaces – Set parameters for other packages, conveniently",package support,Florent Chervet,https://www.ctan.org/pkg/interfaces,https://mirrors.ctan.org/macros/latex/contrib/interfaces/README,https://www.ctan.org/tex-archive/macros/latex/contrib/interfaces,""
interpreter,interpreter – Translate input files on the fly,"macro support,luatex,foreign import","Yuri Robbers,Paul Isambert (inactive)",https://www.ctan.org/pkg/interpreter,https://mirrors.ctan.org/macros/luatex/generic/interpreter/README,https://www.ctan.org/tex-archive/macros/luatex/generic/interpreter,""
wedding-invitation,invitation,"card,wedding-invitation",bengreenman,\,\,https://gitlab.com/bengreenman/wedding-invitation,""
invoice,invoice – Generate invoices,invoice,Oliver Corff,https://www.ctan.org/pkg/invoice,https://mirrors.ctan.org/macros/latex/contrib/invoice/README,https://www.ctan.org/tex-archive/macros/latex/contrib/invoice,later
invoice-class,invoice-class – Produces a standard US invoice from a CSV file,"csv support,invoice",Alan Munn,https://www.ctan.org/pkg/invoice-class,https://mirrors.ctan.org/macros/latex/contrib/invoice-class/README.md,https://github.com/amunn/invoice-class,""
invoice2,invoice2 – Intelligent invoices with LaTeX3,invoice,Simon Dierl,https://www.ctan.org/pkg/invoice2,https://mirrors.ctan.org/macros/latex/contrib/invoice2/README.md,https://github.com/no-preserve-root/invoice2,later
ipsum,ipsum – Insert multilingual placeholder text,dummy generator,Cédric Pierquet,https://www.ctan.org/pkg/ipsum,https://mirrors.ctan.org/macros/latex/contrib/ipsum/README.md,https://www.ctan.org/tex-archive/macros/latex/contrib/ipsum,""
isodoc,isodoc – A LaTeX class for typesetting letters and invoices,"class,letter,invoice",Wybo H. Dekker,https://www.ctan.org/pkg/isodoc,https://mirrors.ctan.org/macros/latex/contrib/isodoc/README.md,https://www.ctan.org/tex-archive/macros/latex/contrib/isodoc,""
isorot,isorot – Rotation of document elements,rotation,Peter R. Wilson,https://www.ctan.org/pkg/isorot,https://mirrors.ctan.org/macros/latex/contrib/isorot/README,https://www.ctan.org/tex-archive/macros/latex/contrib/isorot,""
isosafety,isosafety – Provides ISO signs and colors according to the standards 7010 and 3864,typeset standard,Ben Steinhauer,https://www.ctan.org/pkg/isosafety,https://mirrors.ctan.org/macros/latex/contrib/isosafety/README.md,https://github.com/BenSt099/isosafety,""
istgame,istgame – Draw Game Trees with TikZ,"pgf tikz,games,tree",In-Sung Cho,https://www.ctan.org/pkg/istgame,https://mirrors.ctan.org/graphics/pgf/contrib/istgame/README.txt,https://www.ctan.org/tex-archive/graphics/pgf/contrib/istgame,""
iwona,iwona – A two-element sans-serif font,"font type1,font,otf font",Janusz Marian Nowacki (deceased),https://www.ctan.org/pkg/iwona,https://mirrors.ctan.org/fonts/iwona/README,https://www.ctan.org/tex-archive/fonts/iwona,""
jablantile,jablantile – METAFONT version of tiles in the style of Slavik Jablan,"mf font,font,novelty font",Donald E. Knuth,https://www.ctan.org/pkg/jablantile,https://mirrors.ctan.org/fonts/jablantile/README,https://www.ctan.org/tex-archive/fonts/jablantile,""
jetbrainsmono-otf,jetbrainsmono-otf – Package (or only fontspec config files) support for the OpenType font JetBrains,"otf font,monospaced font,font support",Cédric Pierquet,https://www.ctan.org/pkg/jetbrainsmono-otf,https://mirrors.ctan.org/fonts/jetbrainsmono-otf/README.md,https://forge.apps.education.fr/pierquetcedric/packages-latex,cache
jigsaw,jigsaw – Draw jigsaw pieces with TikZ,pgf tikz,samcarter,https://www.ctan.org/pkg/jigsaw,https://mirrors.ctan.org/graphics/pgf/contrib/jigsaw/README.md,https://github.com/samcarter/jigsaw,""
joinbox,joinbox – Join boxes vertically or horizontally,box manipulation,Nan Geng,https://www.ctan.org/pkg/joinbox,https://mirrors.ctan.org/macros/latex/contrib/joinbox/README.md,https://gitee.com/nwafu_nan/joinbox,later
josefin,josefin – Josefin fonts with LaTeX support,"body font,font type1,otf font,font t1enc,font support,sans font,monospaced font,font,proportional font",Bob Tennent,https://www.ctan.org/pkg/josefin,https://mirrors.ctan.org/fonts/josefin/README,https://github.com/googlefonts/josefinsans,""
jsonparse,"jsonparse – Parse, store and access JSON data in LaTeX documents",data manipulation,Jasper Habicht,https://www.ctan.org/pkg/jsonparse,https://mirrors.ctan.org/macros/latex/contrib/jsonparse/README.md,https://github.com/jasperhabicht/jsonparse,""
jumplines,jumplines – Articles with teasers and continuation later on,"luatex,journal",Christian Hupfer,https://www.ctan.org/pkg/jumplines,https://mirrors.ctan.org/macros/latex/contrib/jumplines/README,https://www.ctan.org/tex-archive/macros/latex/contrib/jumplines,later
kalendarium,kalendarium – Print dates according to the classical Latin calendar,"latex3,calendar",Andrew Smith,https://www.ctan.org/pkg/kalendarium,https://mirrors.ctan.org/macros/latex/contrib/kalendarium/README.md,https://github.com/Andrew-William-Smith/kalendarium,""
kanbun,kanbun – Typeset kanbun-kundoku with support for kanbun annotation,"use luatex,chinese,japanese",Yuanhao Chen,https://www.ctan.org/pkg/kanbun,https://mirrors.ctan.org/macros/latex/contrib/kanbun/README.md,https://github.com/edward-martyr/kanbun,""
kantlipsum,kantlipsum – Generate sentences in Kant's style,"macro support,dummy generator",Enrico Gregorio,https://www.ctan.org/pkg/kantlipsum,https://mirrors.ctan.org/macros/latex/contrib/kantlipsum/README.md,https://www.ctan.org/tex-archive/macros/latex/contrib/kantlipsum,later
karnaugh,karnaugh – Typeset Karnaugh-Veitch-maps,"engineering,maths",Andreas W. Wieland,https://www.ctan.org/pkg/karnaugh,\,https://www.ctan.org/tex-archive/macros/latex/contrib/karnaugh,""
karnaugh-map,karnaugh-map – LaTeX package for drawing karnaugh maps with up to 6 variables,"maths,engineering,pgf tikz",Mattias Jacobsson,https://www.ctan.org/pkg/karnaugh-map,https://mirrors.ctan.org/graphics/pgf/contrib/karnaugh-map/README.md,https://github.com/2pi/karnaugh-map,""
kblocks,kblocks – Easily typeset Control Block Diagrams and Signal Flow Graphs,"block diagrams,flow diagrams",Oluwasegun Somefun,https://www.ctan.org/pkg/kblocks,https://mirrors.ctan.org/graphics/pgf/contrib/kblocks/README.md,https://github.com/somefunAgba/kblocks,""
kdpcover,kdpcover – Covers for books published by Kindle Direct Publishing,"class,covers,std conform,document template",Yegor Bugayenko,https://www.ctan.org/pkg/kdpcover,https://mirrors.ctan.org/macros/latex/contrib/kdpcover/README.md,https://github.com/yegor256/kdpcover,later
kerntest,kerntest – Print tables and generate control files to adjust kernings,font development,Harald Harders (inactive),https://www.ctan.org/pkg/kerntest,https://mirrors.ctan.org/macros/latex/contrib/kerntest/README,https://www.ctan.org/tex-archive/macros/latex/contrib/kerntest,""
keycommand,keycommand – Simple creation of commands with key-value arguments,key-val,Florent Chervet,https://www.ctan.org/pkg/keycommand,https://mirrors.ctan.org/macros/latex/contrib/keycommand/README,https://www.ctan.org/tex-archive/macros/latex/contrib/keycommand,""
keyfloat,keyfloat – Provides a key/value interface for generating floats,float,Brian Dunn,https://www.ctan.org/pkg/keyfloat,https://mirrors.ctan.org/macros/latex/contrib/keyfloat/README.txt,https://github.com/bdtc/keyfloat,""
keyindex,keyindex – Index entries by key lookup,index,Richard Zach,https://www.ctan.org/pkg/keyindex,https://mirrors.ctan.org/macros/latex/contrib/keyindex/README.md,https://github.com/rzach/keyindex,""
keystroke,keystroke – Graphical representation of keys on keyboard,documentation support,Rolf Niepraschk,https://www.ctan.org/pkg/keystroke,https://mirrors.ctan.org/macros/latex/contrib/keystroke/README,https://www.ctan.org/tex-archive/macros/latex/contrib/keystroke,later
keyval2e,keyval2e – A lightweight and robust key-value parser,key-val,Ahmed Musa,https://www.ctan.org/pkg/keyval2e,https://mirrors.ctan.org/macros/latex/contrib/keyval2e/README,https://www.ctan.org/tex-archive/macros/latex/contrib/keyval2e,""
keyvaltable,keyvaltable – Re-usable table layouts separating content and presentation,table,Richard Grewe,https://www.ctan.org/pkg/keyvaltable,https://mirrors.ctan.org/macros/latex/contrib/keyvaltable/README.md,https://github.com/Ri-Ga/keyvaltable,""
